ModelFeatName	Chromosome	MidPoint	Strand
8350.m05239	1	32115397	-
8350.m02690	1	16325177	+
8350.m02691	1	16333315	-
8350.m02692	1	16338542	+
8350.m02693	1	16341946	+
8350.m02694	1	16345923	+
8350.m02695	1	16347938	+
8350.m02696	1	16351000	+
8350.m02697	1	16359350	+
8350.m02698	1	16362878	+
8350.m02699	1	16370477	+
8350.m05240	1	32121381	-
8350.m05241	1	32123637	+
8350.m05242	1	32129310	+
8350.m05243	1	32133358	+
8350.m05244	1	32140120	+
8350.m05245	1	32154731	+
8350.m05246	1	32157353	-
8350.m05248	1	32161803	-
8350.m05249	1	32169974	-
8350.m05250	1	32175466	+
8350.m05251	1	32179622	+
8350.m05252	1	32183321	-
8350.m05253	1	32194606	+
8350.m05254	1	32201121	+
8350.m05255	1	32207440	+
8350.m05256	1	32220962	+
8350.m05257	1	32226524	+
8350.m05258	1	32238666	+
8350.m04600	1	28384697	+
8350.m04601	1	28391765	+
8350.m04602	1	28405319	-
8350.m04603	1	28407573	-
8350.m05260	1	32252805	-
8350.m04604	1	28410638	+
8350.m05261	1	32257761	+
8350.m04605	1	28414952	-
8350.m05262	1	32262144	-
8350.m04606	1	28431738	+
8350.m05263	1	32272281	-
8350.m04607	1	28436760	+
8350.m05264	1	32286961	-
8350.m04608	1	28439963	-
8350.m05265	1	32296089	-
8350.m04609	1	28444161	-
8350.m05266	1	32300348	-
8350.m05267	1	32304785	+
8350.m05268	1	32308543	+
8350.m05269	1	32311483	+
8350.m04610	1	28451437	+
8350.m04611	1	28456317	+
8350.m04612	1	28462775	-
8350.m04613	1	28476496	-
8350.m05270	1	32312792	-
8350.m04614	1	28489888	+
8350.m05271	1	32320430	-
8350.m04615	1	28496908	-
8350.m05272	1	32325546	-
8350.m04616	1	28500847	+
8350.m05273	1	32329125	+
8350.m04617	1	28505697	-
8350.m05274	1	32332200	-
8350.m04618	1	28509201	+
8350.m05275	1	32346432	-
8350.m04619	1	28516897	+
8350.m05276	1	32359818	-
8350.m05277	1	32366746	-
8350.m05278	1	32374392	-
8350.m05279	1	32378383	-
8350.m04620	1	28521913	-
8350.m04621	1	28527282	+
8350.m04622	1	28533480	+
8350.m04623	1	28538787	-
8350.m05280	1	32380740	-
8350.m04624	1	28542832	-
8350.m05281	1	32384449	-
8350.m04625	1	28554128	+
8350.m05282	1	32386480	-
8350.m04626	1	28562111	+
8350.m05283	1	32394791	+
8350.m04627	1	28569416	-
8350.m05284	1	32397331	-
8350.m04629	1	28574898	-
8350.m05286	1	32420236	+
8350.m05287	1	32439461	+
8350.m05288	1	32442502	-
8350.m05289	1	32448994	-
8350.m04630	1	28581954	+
8350.m04631	1	28584677	+
8350.m04632	1	28586748	-
8350.m04633	1	28593428	+
8350.m05290	1	32457097	+
8350.m04634	1	28608615	-
8350.m04635	1	28614032	+
8350.m05292	1	32468113	+
8350.m04636	1	28620902	+
8350.m05293	1	32480051	+
8350.m04637	1	28627237	+
8350.m05294	1	32488541	+
8350.m04638	1	28631606	-
8350.m05295	1	32493898	-
8350.m04639	1	28633859	-
8350.m05296	1	32500526	+
8350.m05297	1	32506540	+
8350.m05298	1	32508435	+
8350.m05299	1	32511973	-
8350.m04640	1	28636841	-
8350.m04641	1	28642262	-
8350.m04642	1	28646689	-
8350.m04643	1	28650441	-
8350.m01300	1	7801677	+
8350.m04644	1	28653848	+
8350.m01301	1	7805767	-
8350.m04645	1	28655592	-
8350.m01302	1	7814785	+
8350.m04646	1	28657224	-
8350.m01303	1	7822183	+
8350.m04647	1	28659713	-
8350.m01304	1	7827099	-
8350.m04648	1	28661676	-
8350.m01305	1	7829865	-
8350.m04649	1	28663335	-
8350.m01306	1	7834558	-
8350.m01307	1	7841280	+
8350.m01308	1	7845654	+
8350.m01309	1	7850886	+
8350.m04650	1	28667077	-
8350.m04651	1	28673059	+
8350.m04652	1	28676736	-
8350.m04653	1	28679747	+
8350.m01310	1	7853696	+
8350.m01311	1	7855792	-
8350.m04655	1	28695609	-
8350.m01312	1	7861730	-
8350.m04656	1	28699565	+
8350.m01313	1	7867812	+
8350.m04657	1	28707285	+
8350.m01314	1	7874799	+
8350.m04658	1	28709565	-
8350.m01315	1	7878056	-
8350.m04659	1	28716404	+
8350.m01316	1	7886919	+
8350.m01317	1	7894625	-
8350.m01318	1	7900921	-
8350.m01319	1	7921373	+
8350.m04660	1	28719509	+
8350.m04661	1	28724876	-
8350.m04662	1	28731553	-
8350.m04663	1	28737920	+
8350.m01320	1	7923990	-
8350.m04664	1	28741792	+
8350.m01321	1	7925889	-
8350.m04665	1	28756261	+
8350.m01322	1	7930478	+
8350.m04666	1	28761199	+
8350.m01323	1	7933654	+
8350.m04667	1	28766071	+
8350.m01324	1	7942773	-
8350.m04668	1	28770206	-
8350.m01325	1	7945380	+
8350.m04669	1	28776988	+
8350.m01326	1	7955643	+
8350.m01327	1	7967090	+
8350.m01328	1	7971010	-
8350.m01329	1	7977891	+
8350.m04670	1	28786125	-
8350.m04671	1	28796041	+
8350.m04672	1	28806017	+
8350.m04673	1	28810015	+
8350.m01330	1	7981568	-
8350.m04674	1	28812243	-
8350.m01331	1	7986483	-
8350.m04675	1	28817380	-
8350.m01332	1	7991879	+
8350.m04676	1	28820315	-
8350.m01333	1	7997032	-
8350.m04677	1	28821748	+
8350.m01334	1	8001430	-
8350.m04678	1	28825608	+
8350.m01335	1	8004888	+
8350.m01336	1	8009704	+
8350.m01337	1	8014575	-
8350.m01338	1	8021143	-
8350.m01339	1	8028109	+
8350.m04680	1	28831448	+
8350.m04681	1	28834684	+
8350.m04682	1	28836480	-
8350.m04683	1	28856666	-
8350.m01340	1	8030731	-
8350.m04684	1	28868276	-
8350.m01341	1	8035142	-
8350.m04685	1	28872848	+
8350.m01342	1	8037865	-
8350.m04686	1	28878067	-
8350.m01343	1	8048084	-
8350.m04687	1	28880790	-
8350.m01344	1	8054611	-
8350.m04688	1	28885913	+
8350.m01345	1	8056126	+
8350.m04689	1	28891736	+
8350.m01346	1	8057387	-
8350.m01347	1	8059139	+
8350.m01348	1	8063735	-
8350.m01349	1	8068247	-
8350.m04690	1	28899719	+
8350.m04691	1	28907013	+
8350.m04692	1	28916236	+
8350.m04693	1	28917992	-
8350.m01350	1	8082309	+
8350.m04694	1	28931826	-
8350.m01351	1	8092212	-
8350.m04695	1	28934309	+
8350.m01352	1	8094725	-
8350.m04696	1	28938476	+
8350.m01353	1	8099521	-
8350.m04697	1	28945302	+
8350.m01354	1	8104037	-
8350.m04698	1	28953258	+
8350.m01355	1	8114701	-
8350.m04699	1	28956950	+
8350.m01356	1	8119403	+
8350.m01357	1	8123846	-
8350.m01358	1	8131019	-
8350.m01359	1	8144117	-
8350.m00700	1	3857133	-
8350.m00701	1	3865844	+
8350.m00702	1	3870101	-
8350.m00703	1	3873418	+
8350.m01360	1	8150167	-
8350.m01361	1	8157376	+
8350.m00705	1	3888354	-
8350.m01362	1	8161154	+
8350.m00706	1	3893111	-
8350.m01363	1	8162947	-
8350.m00707	1	3898412	+
8350.m01364	1	8169733	+
8350.m00708	1	3901002	+
8350.m01365	1	8173596	-
8350.m00709	1	3903141	+
8350.m01366	1	8176889	-
8350.m01367	1	8181407	+
8350.m01368	1	8187243	-
8350.m01369	1	8188592	+
8350.m00710	1	3911789	-
8350.m00711	1	3916005	+
8350.m00712	1	3919047	+
8350.m00713	1	3922067	+
8350.m01370	1	8190642	+
8350.m00714	1	3925250	-
8350.m01371	1	8193431	-
8350.m00715	1	3929692	+
8350.m01372	1	8199135	-
8350.m00716	1	3935132	+
8350.m01373	1	8202260	-
8350.m00717	1	3937673	-
8350.m01374	1	8210003	-
8350.m00718	1	3950787	+
8350.m01375	1	8211718	+
8350.m00719	1	3957064	+
8350.m01376	1	8226334	+
8350.m01377	1	8230184	+
8350.m01378	1	8232146	-
8350.m01379	1	8236042	+
8350.m06600	1	40438440	+
8350.m06601	1	40442514	+
8350.m06602	1	40447993	+
8350.m06603	1	40457843	-
8350.m06604	1	40462598	+
8350.m06605	1	40469069	-
8350.m06606	1	40471889	-
8350.m06607	1	40479929	+
8350.m06608	1	40484503	+
8350.m06609	1	40489713	+
8350.m00720	1	3959818	-
8350.m00721	1	3977291	+
8350.m00722	1	3987686	+
8350.m00723	1	3998319	+
8350.m01380	1	8237133	-
8350.m00724	1	4001075	-
8350.m01381	1	8239544	-
8350.m00725	1	4004368	-
8350.m01382	1	8244904	-
8350.m00726	1	4020096	-
8350.m01383	1	8251299	-
8350.m00727	1	4024524	-
8350.m01384	1	8265372	+
8350.m00728	1	4034886	-
8350.m01385	1	8268909	+
8350.m00729	1	4052433	-
8350.m01386	1	8270495	+
8350.m01387	1	8276241	+
8350.m01388	1	8283374	+
8350.m01389	1	8290377	+
8350.m06610	1	40494995	-
8350.m06611	1	40498501	-
8350.m06612	1	40501495	-
8350.m06613	1	40505046	-
8350.m06614	1	40510624	-
8350.m06615	1	40513951	+
8350.m06616	1	40516732	+
8350.m06617	1	40518083	+
8350.m06618	1	40522686	+
8350.m06619	1	40532866	+
8350.m00730	1	4057997	+
8350.m00731	1	4061843	+
8350.m00732	1	4063722	-
8350.m00733	1	4066875	-
8350.m01390	1	8296839	+
8350.m00734	1	4072117	-
8350.m01391	1	8303075	-
8350.m00735	1	4078800	+
8350.m01392	1	8331549	+
8350.m00736	1	4089643	+
8350.m01393	1	8336085	-
8350.m00737	1	4092854	+
8350.m01394	1	8341533	+
8350.m00738	1	4097434	+
8350.m01395	1	8346142	+
8350.m00739	1	4102560	+
8350.m01396	1	8351530	+
8350.m01397	1	8355964	-
8350.m01399	1	8366461	-
8350.m06620	1	40534425	+
8350.m06621	1	40539739	-
8350.m06622	1	40552727	+
8350.m06623	1	40556890	+
8350.m06624	1	40558677	-
8350.m06625	1	40562572	+
8350.m06626	1	40566349	-
8350.m06627	1	40577542	-
8350.m06628	1	40583091	-
8350.m06629	1	40589094	+
8350.m00740	1	4108148	-
8350.m00741	1	4113499	+
8350.m00742	1	4116944	+
8350.m00743	1	4121670	+
8350.m00744	1	4129809	+
8350.m00745	1	4143392	+
8350.m00746	1	4150718	-
8350.m00747	1	4159375	-
8350.m00748	1	4166337	-
8350.m00749	1	4177177	-
8350.m06630	1	40592800	-
8350.m06631	1	40598265	-
8350.m06632	1	40603753	-
8350.m06633	1	40608918	-
8350.m06634	1	40615515	+
8350.m06635	1	40623441	+
8350.m06636	1	40630509	+
8350.m06637	1	40635148	-
8350.m06638	1	40637948	-
8350.m06639	1	40639994	-
8350.m00750	1	4186406	-
8350.m00751	1	4194687	+
8350.m00752	1	4197172	-
8350.m00754	1	4207780	-
8350.m00755	1	4213542	-
8350.m00756	1	4229632	-
8350.m00757	1	4236387	-
8350.m00758	1	4244532	-
8350.m00759	1	4253641	+
8350.m06640	1	40643145	-
8350.m06641	1	40647973	-
8350.m06642	1	40656487	-
8350.m06643	1	40664442	-
8350.m03300	1	19999201	+
8350.m06644	1	40668153	+
8350.m03301	1	20004881	-
8350.m06645	1	40680651	-
8350.m03302	1	20010839	+
8350.m06646	1	40689512	+
8350.m03303	1	20017348	-
8350.m03304	1	20021252	-
8350.m06648	1	40692839	-
8350.m03305	1	20025185	-
8350.m06649	1	40698523	+
8350.m03306	1	20027036	-
8350.m03307	1	20033558	-
8350.m03308	1	20038678	+
8350.m03309	1	20042026	+
8350.m00760	1	4263992	+
8350.m00761	1	4271406	-
8350.m00762	1	4275794	+
8350.m00763	1	4279455	-
8350.m00764	1	4283156	+
8350.m00765	1	4287971	+
8350.m00766	1	4296926	-
8350.m00767	1	4301778	+
8350.m00768	1	4305133	+
8350.m00769	1	4311644	-
8350.m06650	1	40705122	-
8350.m06651	1	40712741	+
8350.m06652	1	40715486	-
8350.m06653	1	40720693	-
8350.m03310	1	20052483	-
8350.m06654	1	40725283	+
8350.m03311	1	20057257	+
8350.m06655	1	40731783	+
8350.m06656	1	40737487	-
8350.m03313	1	20061504	+
8350.m06657	1	40741574	+
8350.m03314	1	20064790	-
8350.m06658	1	40745368	+
8350.m03315	1	20068286	+
8350.m03316	1	20075702	-
8350.m03317	1	20083182	-
8350.m03318	1	20089005	-
8350.m03319	1	20090759	+
8350.m00770	1	4315275	-
8350.m00771	1	4320879	-
8350.m00772	1	4324527	+
8350.m00773	1	4329952	-
8350.m00774	1	4352423	-
8350.m00775	1	4356191	+
8350.m00776	1	4361779	+
8350.m00777	1	4365803	-
8350.m00778	1	4380263	+
8350.m00779	1	4392879	+
8350.m06660	1	40748335	-
8350.m06661	1	40753451	-
8350.m06662	1	40761899	-
8350.m06663	1	40769141	-
8350.m03320	1	20094131	-
8350.m06664	1	40774784	-
8350.m03321	1	20099854	+
8350.m06665	1	40777566	-
8350.m03322	1	20106042	+
8350.m06666	1	40784283	-
8350.m03323	1	20110732	-
8350.m06667	1	40795852	-
8350.m03324	1	20115654	-
8350.m06668	1	40801804	+
8350.m03325	1	20133406	-
8350.m06669	1	40805020	+
8350.m03326	1	20143811	+
8350.m03327	1	20149816	+
8350.m03328	1	20153682	+
8350.m03329	1	20156940	-
8350.m00780	1	4396647	+
8350.m00781	1	4401733	-
8350.m00782	1	4412576	+
8350.m00783	1	4414907	+
8350.m00784	1	4418941	+
8350.m00785	1	4429510	-
8350.m00786	1	4434506	+
8350.m00787	1	4437936	+
8350.m00788	1	4443102	+
8350.m00789	1	4446342	-
8350.m06670	1	40807466	-
8350.m06671	1	40811835	+
8350.m06672	1	40814590	+
8350.m06673	1	40819967	+
8350.m03330	1	20162842	-
8350.m06674	1	40822622	+
8350.m03331	1	20168218	-
8350.m06675	1	40830931	+
8350.m03332	1	20184201	-
8350.m06676	1	40836736	-
8350.m03333	1	20187494	+
8350.m06677	1	40840890	-
8350.m03334	1	20190837	-
8350.m06678	1	40850397	+
8350.m03335	1	20202682	-
8350.m06679	1	40858481	+
8350.m03336	1	20208217	-
8350.m03337	1	20242595	-
8350.m03338	1	20249385	+
8350.m03339	1	20253851	+
8350.m00790	1	4450662	+
8350.m00791	1	4452721	-
8350.m00792	1	4459997	-
8350.m00793	1	4468749	+
8350.m00794	1	4472537	-
8350.m00795	1	4478020	-
8350.m00796	1	4484836	-
8350.m00797	1	4488070	-
8350.m00798	1	4490419	+
8350.m00799	1	4492685	-
8350.m06680	1	40863790	-
8350.m06681	1	40869459	-
8350.m06682	1	40877914	+
8350.m03340	1	20257457	-
8350.m06684	1	40887169	+
8350.m03341	1	20263046	+
8350.m06685	1	40905886	+
8350.m03342	1	20271265	-
8350.m06686	1	40936242	+
8350.m03343	1	20295697	-
8350.m06687	1	40944818	-
8350.m03344	1	20301536	+
8350.m00001	1	3807	+
8350.m06688	1	40979155	+
8350.m03345	1	20313215	-
8350.m00002	1	8610	-
8350.m06689	1	40982252	+
8350.m03346	1	20315563	-
8350.m00003	1	10868	+
8350.m03347	1	20319416	+
8350.m00004	1	14898	+
8350.m03348	1	20329690	-
8350.m00005	1	21121	+
8350.m03349	1	20343497	-
8350.m00006	1	24622	+
8350.m00007	1	28834	+
8350.m00008	1	35177	+
8350.m00009	1	42862	+
8350.m06690	1	40985122	+
8350.m06691	1	40987134	-
8350.m06692	1	40998171	+
8350.m06693	1	41000579	+
8350.m03350	1	20349033	+
8350.m06694	1	41002990	+
8350.m03351	1	20361926	-
8350.m06695	1	41006096	+
8350.m03352	1	20372526	+
8350.m06696	1	41010526	+
8350.m03353	1	20376548	-
8350.m00010	1	47436	-
8350.m06697	1	41019671	-
8350.m03354	1	20390144	-
8350.m00011	1	53745	+
8350.m06698	1	41024296	-
8350.m03355	1	20405612	+
8350.m00012	1	57803	+
8350.m03356	1	20410749	-
8350.m00013	1	61612	-
8350.m06699	1	41026314	-
8350.m03357	1	20415002	-
8350.m00014	1	66705	+
8350.m03358	1	20417860	+
8350.m00015	1	71757	+
8350.m03359	1	20423484	-
8350.m00016	1	79987	+
8350.m00017	1	83608	+
8350.m00018	1	85897	-
8350.m00019	1	87420	-
8350.m02700	1	16380783	+
8350.m02701	1	16385803	+
8350.m02702	1	16388457	-
8350.m02703	1	16396121	-
8350.m03360	1	20428762	+
8350.m02704	1	16405156	+
8350.m03361	1	20432205	-
8350.m02705	1	16408735	-
8350.m03362	1	20439127	+
8350.m02706	1	16413845	+
8350.m03363	1	20444376	-
8350.m02707	1	16419575	+
8350.m00020	1	93830	+
8350.m03364	1	20454986	-
8350.m02708	1	16422898	-
8350.m00021	1	96728	-
8350.m03365	1	20464036	+
8350.m02709	1	16430801	+
8350.m00022	1	101013	-
8350.m03366	1	20469509	-
8350.m00023	1	103005	+
8350.m03367	1	20476466	+
8350.m00024	1	108602	+
8350.m03368	1	20482127	-
8350.m00025	1	116178	+
8350.m00026	1	121181	-
8350.m00027	1	128030	-
8350.m00028	1	131584	+
8350.m00029	1	137584	+
8350.m02710	1	16435804	-
8350.m02711	1	16439816	-
8350.m02712	1	16448668	+
8350.m02713	1	16453422	+
8350.m03370	1	20491000	+
8350.m02714	1	16463468	+
8350.m03371	1	20499394	-
8350.m02715	1	16467031	+
8350.m03372	1	20515995	+
8350.m02716	1	16474048	+
8350.m03373	1	20520589	+
8350.m02717	1	16478089	-
8350.m00030	1	141631	+
8350.m03374	1	20526436	-
8350.m02718	1	16483126	-
8350.m00031	1	148982	+
8350.m03375	1	20531424	+
8350.m02719	1	16485974	+
8350.m00032	1	156136	-
8350.m03376	1	20536639	+
8350.m00033	1	159226	-
8350.m03377	1	20541828	-
8350.m00034	1	166731	-
8350.m03378	1	20550323	+
8350.m00035	1	168860	-
8350.m03379	1	20560012	-
8350.m00036	1	176354	+
8350.m00037	1	183112	+
8350.m00038	1	189840	+
8350.m00039	1	196106	+
8350.m02720	1	16491542	-
8350.m02721	1	16495585	+
8350.m02722	1	16500385	+
8350.m02723	1	16505368	-
8350.m03380	1	20566934	-
8350.m02724	1	16511915	-
8350.m03381	1	20571292	+
8350.m02725	1	16517054	+
8350.m03382	1	20574634	-
8350.m02726	1	16526938	-
8350.m03383	1	20577888	-
8350.m02727	1	16531556	-
8350.m00040	1	200872	+
8350.m03384	1	20584045	+
8350.m02728	1	16536028	+
8350.m00041	1	204789	-
8350.m03385	1	20589423	-
8350.m02729	1	16541154	-
8350.m00042	1	208837	+
8350.m03386	1	20594278	+
8350.m00043	1	213580	+
8350.m03387	1	20596784	-
8350.m00044	1	216695	-
8350.m00045	1	225241	+
8350.m03389	1	20599289	+
8350.m00046	1	229334	-
8350.m00047	1	239244	+
8350.m00048	1	247698	-
8350.m00049	1	252598	-
8350.m02730	1	16545080	-
8350.m02731	1	16547408	-
8350.m02732	1	16554480	-
8350.m02733	1	16560254	+
8350.m03390	1	20603389	+
8350.m02734	1	16569447	+
8350.m03391	1	20608213	-
8350.m02735	1	16575015	+
8350.m03392	1	20612922	+
8350.m02736	1	16579768	+
8350.m03393	1	20622962	+
8350.m02737	1	16581041	-
8350.m00050	1	256560	+
8350.m03394	1	20628811	+
8350.m02738	1	16591321	-
8350.m00051	1	261804	+
8350.m03395	1	20634502	-
8350.m02739	1	16599193	-
8350.m00052	1	269458	-
8350.m03396	1	20642231	-
8350.m00053	1	273885	-
8350.m03397	1	20646953	+
8350.m00054	1	277040	+
8350.m03398	1	20652430	-
8350.m00055	1	279187	-
8350.m03399	1	20654888	-
8350.m00056	1	282780	-
8350.m00057	1	287826	+
8350.m00058	1	289890	+
8350.m00059	1	290894	+
8350.m02740	1	16607109	-
8350.m02741	1	16611866	+
8350.m02742	1	16614882	-
8350.m02743	1	16621601	-
8350.m02744	1	16626535	-
8350.m02745	1	16632921	+
8350.m02746	1	16644868	-
8350.m02747	1	16651016	+
8350.m00060	1	301921	+
8350.m02748	1	16653082	-
8350.m00061	1	304664	-
8350.m02749	1	16655915	+
8350.m00062	1	308245	-
8350.m00063	1	310711	+
8350.m00064	1	317028	+
8350.m00065	1	320130	-
8350.m00066	1	324669	-
8350.m00067	1	328754	-
8350.m00068	1	329994	-
8350.m00069	1	350161	+
8350.m02750	1	16663053	-
8350.m02751	1	16666383	-
8350.m02752	1	16712108	-
8350.m02753	1	16718180	+
8350.m02754	1	16727033	+
8350.m02755	1	16739598	+
8350.m02756	1	16744421	-
8350.m02757	1	16749621	-
8350.m00070	1	369772	+
8350.m02758	1	16765949	+
8350.m00071	1	374536	-
8350.m02759	1	16768320	-
8350.m00072	1	381801	-
8350.m00073	1	387139	+
8350.m00074	1	391016	-
8350.m00075	1	399076	+
8350.m00076	1	400849	-
8350.m00077	1	407061	+
8350.m00078	1	410887	+
8350.m00079	1	415336	-
8350.m05300	1	32520840	+
8350.m05301	1	32525602	+
8350.m05302	1	32530591	+
8350.m05303	1	32534112	-
8350.m05304	1	32542524	-
8350.m05305	1	32546517	-
8350.m05306	1	32556377	+
8350.m05307	1	32563241	-
8350.m05308	1	32575595	-
8350.m05309	1	32600696	-
8350.m02760	1	16776755	+
8350.m02761	1	16783048	+
8350.m02762	1	16785482	+
8350.m02763	1	16788377	+
8350.m02764	1	16792933	+
8350.m02765	1	16794549	-
8350.m02766	1	16798670	+
8350.m02767	1	16800979	+
8350.m00080	1	423588	+
8350.m02768	1	16809565	-
8350.m00081	1	429395	-
8350.m02769	1	16816235	+
8350.m00082	1	434332	-
8350.m00083	1	441924	+
8350.m00084	1	455013	+
8350.m00085	1	466159	+
8350.m00086	1	471494	-
8350.m00087	1	476496	+
8350.m00088	1	481898	+
8350.m00089	1	487320	-
8350.m05310	1	32608294	+
8350.m05311	1	32616260	+
8350.m05312	1	32622422	+
8350.m05313	1	32625826	-
8350.m05314	1	32630657	+
8350.m05315	1	32635372	-
8350.m05316	1	32642160	-
8350.m05317	1	32647017	+
8350.m05318	1	32656732	+
8350.m05319	1	32663153	-
8350.m02770	1	16824755	+
8350.m02772	1	16833122	-
8350.m02773	1	16838294	-
8350.m02774	1	16844228	-
8350.m02775	1	16846882	+
8350.m02776	1	16850351	-
8350.m02777	1	16854437	+
8350.m00090	1	493519	+
8350.m02778	1	16856781	-
8350.m00091	1	498964	+
8350.m02779	1	16866792	-
8350.m00092	1	506551	+
8350.m00093	1	508003	+
8350.m00094	1	509973	+
8350.m00095	1	515627	-
8350.m00096	1	522655	-
8350.m00097	1	526489	-
8350.m00098	1	530764	+
8350.m00099	1	537360	+
8350.m05320	1	32674610	+
8350.m05321	1	32681260	+
8350.m05322	1	32686566	+
8350.m05323	1	32689714	-
8350.m05324	1	32692918	+
8350.m05325	1	32702726	-
8350.m05326	1	32715921	-
8350.m05327	1	32719333	+
8350.m05328	1	32720996	+
8350.m02780	1	16870809	-
8350.m02781	1	16875653	+
8350.m02782	1	16879305	-
8350.m02783	1	16890158	-
8350.m02784	1	16894890	+
8350.m02785	1	16902428	-
8350.m02786	1	16905546	-
8350.m02787	1	16918223	-
8350.m02788	1	16923325	-
8350.m02789	1	16926680	+
8350.m05331	1	32730149	+
8350.m05332	1	32731675	-
8350.m05333	1	32733502	-
8350.m05334	1	32751887	+
8350.m05335	1	32764953	-
8350.m05336	1	32774637	+
8350.m05337	1	32782821	+
8350.m05338	1	32790185	-
8350.m05339	1	32802999	-
8350.m02790	1	16932427	+
8350.m02791	1	16946345	+
8350.m02792	1	16947613	-
8350.m02793	1	16950036	-
8350.m02794	1	16954025	-
8350.m02795	1	16959239	+
8350.m02796	1	16964931	+
8350.m02797	1	16971741	-
8350.m02798	1	16977319	-
8350.m02799	1	16978605	-
8350.m05340	1	32807853	+
8350.m05341	1	32812056	+
8350.m05342	1	32814797	-
8350.m05343	1	32821457	+
8350.m02000	1	12238239	+
8350.m05344	1	32826185	-
8350.m02001	1	12250806	+
8350.m05345	1	32828203	-
8350.m02002	1	12255916	-
8350.m05346	1	32829419	-
8350.m02003	1	12261227	-
8350.m05347	1	32832155	-
8350.m02004	1	12268932	+
8350.m05348	1	32842626	+
8350.m02005	1	12273746	-
8350.m05349	1	32851255	-
8350.m02006	1	12286099	-
8350.m02007	1	12290064	-
8350.m02008	1	12293344	-
8350.m02009	1	12298239	+
8350.m05350	1	32860920	-
8350.m05351	1	32867766	+
8350.m05352	1	32874635	+
8350.m02010	1	12306668	-
8350.m05354	1	32885762	+
8350.m02011	1	12314110	-
8350.m05355	1	32900524	+
8350.m02012	1	12316835	+
8350.m05356	1	32904389	-
8350.m02013	1	12321106	+
8350.m05357	1	32907363	+
8350.m02014	1	12326443	-
8350.m05358	1	32921152	+
8350.m02015	1	12330750	+
8350.m05359	1	32925017	-
8350.m02016	1	12334030	+
8350.m02017	1	12339990	+
8350.m02018	1	12346411	+
8350.m02019	1	12362026	-
8350.m04700	1	28960400	+
8350.m04701	1	28965783	-
8350.m04702	1	28969416	-
8350.m04703	1	28975007	+
8350.m05360	1	32927991	+
8350.m04704	1	28978284	+
8350.m05361	1	32934206	-
8350.m04705	1	28987976	-
8350.m05362	1	32940406	-
8350.m04706	1	28994107	+
8350.m05363	1	32955464	-
8350.m04707	1	29004137	+
8350.m02020	1	12366611	-
8350.m05364	1	32959489	-
8350.m04708	1	29008270	-
8350.m02021	1	12374538	+
8350.m05365	1	32962411	-
8350.m04709	1	29011686	+
8350.m02022	1	12381581	+
8350.m05366	1	32966462	-
8350.m02023	1	12389629	+
8350.m05367	1	32968663	+
8350.m02024	1	12397657	+
8350.m05368	1	32973908	-
8350.m05369	1	32979171	+
8350.m02026	1	12405531	+
8350.m02027	1	12410205	-
8350.m02028	1	12414545	-
8350.m02029	1	12423213	+
8350.m04710	1	29016014	-
8350.m04711	1	29017164	+
8350.m04712	1	29018625	-
8350.m04713	1	29028183	+
8350.m05370	1	32981519	-
8350.m04714	1	29030641	-
8350.m05371	1	32986004	-
8350.m04715	1	29057094	+
8350.m05372	1	32991285	+
8350.m04716	1	29062574	+
8350.m05373	1	32992932	-
8350.m04717	1	29066635	-
8350.m02030	1	12430989	+
8350.m05374	1	32998453	+
8350.m04718	1	29071331	+
8350.m02031	1	12434363	-
8350.m05375	1	33005345	+
8350.m02032	1	12439006	+
8350.m05376	1	33010041	+
8350.m02033	1	12445134	+
8350.m05377	1	33014639	+
8350.m02034	1	12451118	+
8350.m05378	1	33019592	+
8350.m02035	1	12455471	+
8350.m05379	1	33022154	-
8350.m02036	1	12458439	-
8350.m02037	1	12462699	+
8350.m02038	1	12465289	+
8350.m02039	1	12473506	+
8350.m04720	1	29083679	+
8350.m04721	1	29086772	+
8350.m04722	1	29094393	+
8350.m04723	1	29100922	+
8350.m05380	1	33026022	+
