PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g27490	5	annotated_genes	9703758	-	0	0	1841	0	0	0	6	6	9704678 	9702838 	
At5g27500	5	annotated_genes	9708793	+	0	0	1309	0	0	0	3	3	9708139 	9709447 	
At5g27505	5	annotated_genes	9711651	-	1	0	1554	0	0	0	1	1	9712428 	9710875 	
At5g48200	5	annotated_genes	19563488	+	0	0	2016	0	0	0	4	4	19562481 	19564496 	
At5g48205	5	annotated_genes	19564588	-	0	0	851	0	0	0	4	4	19565013 	19564163 	
At5g48210	5	annotated_genes	19566003	+	0	0	728	0	0	0	1	1	19565640 	19566367 	
At5g48220	5	annotated_genes	19568265	+	0	0	2390	0	0	0	9	9	19567071 	19569460 	
At5g53670	5	annotated_genes	21814590	+	0	0	735	0	0	0	1	1	21814223 	21814957 	
At5g48230	5	annotated_genes	19570998	-	0	0	3515	0	0	1	14	12	19572755 	19569241 	
At5g48240	5	annotated_genes	19577453	+	0	0	1853	0	0	0	9	9	19576527 	19578379 	
At5g53680	5	annotated_genes	21815971	+	0	0	728	0	0	0	3	3	21815608 	21816335 	
At5g48250	5	annotated_genes	19579746	-	0	0	2404	0	0	0	5	4	19580948 	19578545 	
At5g48270	5	annotated_genes	19582454	-	0	0	969	0	0	0	1	1	19582938 	19581970 	
At5g53690	5	annotated_genes	21817828	+	0	0	231	0	0	0	1	1	21817713 	21817943 	
At5g48280	5	annotated_genes	19584602	-	0	0	625	0	0	0	2	2	19584914 	19584290 	
At5g48290	5	annotated_genes	19586584	+	0	0	883	0	0	0	3	3	19586143 	19587025 	
At5g53700	5	annotated_genes	21819183	+	0	0	1178	0	0	0	6	6	21818595 	21819772 	
At5g53710	5	annotated_genes	21822752	-	0	0	536	0	0	0	1	1	21823020 	21822485 	
At5g27510	5	annotated_genes	9713628	+	0	0	906	0	0	0	1	1	9713176 	9714081 	
At5g27520	5	annotated_genes	9715346	-	0	0	1924	0	0	0	5	5	9716308 	9714385 	
At5g27530	5	annotated_genes	9719303	+	0	0	3595	0	0	0	10	10	9717506 	9721100 	
At5g27540	5	annotated_genes	9724942	+	0	0	5030	0	0	0	15	14	9722428 	9727457 	
At5g27550	5	annotated_genes	9729379	-	0	0	1859	0	0	0	7	7	9730308 	9728450 	
At5g48300	5	annotated_genes	19588751	+	0	0	2559	0	0	0	8	8	19587472 	19590030 	
At5g48310	5	annotated_genes	19594887	-	0	0	5402	0	0	0	19	19	19597588 	19592187 	
At5g20430	5	annotated_genes	6905050	+	0	0	687	0	0	0	4	4	6904707 	6905393 	
At5g48320	5	annotated_genes	19600465	-	0	0	3018	0	0	0	1	1	19601974 	19598957 	
At5g20440	5	annotated_genes	6909323	+	0	0	1351	0	0	0	7	7	6908648 	6909998 	
At5g48330	5	annotated_genes	19604114	+	0	0	1906	0	0	0	4	4	19603162 	19605067 	
At5g20450	5	annotated_genes	6911912	-	0	0	2655	0	0	0	9	8	6913239 	6910585 	
At5g48335	5	annotated_genes	19606031	+	0	0	1601	0	0	0	5	5	19605231 	19606831 	
At5g20460	5	annotated_genes	6914581	+	0	0	553	0	0	0	2	2	6914305 	6914857 	
At5g48340	5	annotated_genes	19608940	+	0	0	2351	0	0	0	5	3	19607765 	19610115 	
At5g20470	5	annotated_genes	6918224	-	0	0	3797	0	0	0	14	14	6920122 	6916326 	
At5g48350	5	annotated_genes	19611091	+	0	0	600	0	0	0	1	1	19610792 	19611391 	
At5g20480	5	annotated_genes	6924180	+	0	0	3394	0	0	0	2	2	6922484 	6925877 	
At5g48360	5	annotated_genes	19614300	+	0	0	2836	0	0	0	4	4	19612883 	19615718 	
At5g20490	5	annotated_genes	6931726	-	0	0	10203	0	0	0	39	39	6936827 	6926625 	
At5g20500	5	annotated_genes	6939434	+	0	0	1670	0	0	0	4	4	6938600 	6940269 	
At5g20510	5	annotated_genes	6941244	-	0	0	3302	0	0	0	5	5	6942895 	6939594 	
At5g20520	5	annotated_genes	6944803	-	0	0	3296	0	0	0	8	8	6946451 	6943156 	
At5g48370	5	annotated_genes	19616782	-	0	0	2057	0	0	0	5	5	19617810 	19615754 	
At5g48375	5	annotated_genes	19619819	-	0	0	2581	0	0	0	12	12	19621109 	19618529 	
At5g48380	5	annotated_genes	19622775	-	0	0	2921	0	0	0	3	2	19624235 	19621315 	
At5g20540	5	annotated_genes	6949942	+	0	0	4196	0	0	0	5	5	6947845 	6952040 	
At5g48385	5	annotated_genes	19627510	+	0	0	3447	0	0	0	5	3	19625787 	19629233 	
At5g20550	5	annotated_genes	6953151	-	0	0	1465	0	0	0	4	4	6953883 	6952419 	
At5g20560	5	annotated_genes	6955876	+	0	0	1014	0	0	0	1	1	6955370 	6956383 	
At5g20570	5	annotated_genes	6957487	-	0	0	1652	0	0	0	5	5	6958313 	6956662 	
At5g48390	5	annotated_genes	19630946	+	0	0	3286	0	0	0	5	5	19629304 	19632589 	
At5g20580	5	annotated_genes	6960718	-	0	0	4188	0	0	1	14	14	6962806 	6958619 	
At5g48400	5	annotated_genes	19634750	+	0	0	3003	0	0	1	4	4	19633470 	19636472 	
At5g20590	5	annotated_genes	6965023	+	0	0	3168	0	0	0	5	5	6963440 	6966607 	
At5g48410	5	annotated_genes	19639072	+	0	0	3159	0	0	0	5	5	19637493 	19640651 	
At5g20600	5	annotated_genes	6967120	-	0	0	1830	0	0	0	1	1	6968035 	6966206 	
At5g20610	5	annotated_genes	6970844	+	0	0	4306	0	0	0	3	2	6968692 	6972997 	
At5g20620	5	annotated_genes	6974009	-	0	0	1873	0	0	0	2	1	6974945 	6973073 	
At5g43090	5	annotated_genes	17314280	+	0	0	2239	0	0	0	5	5	17313161 	17315399 	
At5g43100	5	annotated_genes	17318318	+	0	0	3936	0	0	0	12	12	17316351 	17320286 	
At5g43105	5	annotated_genes	17324059	+	1	0	4242	0	0	0	1	1	17321939 	17326180 	
At5g43110	5	annotated_genes	17328117	+	0	0	2096	0	0	0	5	5	17327070 	17329165 	
At5g48420	5	annotated_genes	19643802	-	0	0	429	0	0	0	1	1	19644016 	19643588 	
At5g43120	5	annotated_genes	17330713	+	0	0	1767	0	0	0	1	1	17329830 	17331596 	
At5g48430	5	annotated_genes	19645728	-	0	0	1221	0	0	0	1	1	19646338 	19645118 	
At5g43130	5	annotated_genes	17335525	-	0	0	5695	0	0	0	15	15	17338372 	17332678 	
At5g48440	5	annotated_genes	19648311	-	0	0	2855	0	0	1	9	8	19649738 	19646884 	
At5g43140	5	annotated_genes	17339703	+	0	0	1861	0	0	0	4	4	17338773 	17340633 	
At5g48450	5	annotated_genes	19651679	-	0	0	2318	0	0	0	8	8	19652838 	19650521 	
At5g43150	5	annotated_genes	17342686	+	0	0	881	0	0	0	2	2	17342246 	17343126 	
At5g20630	5	annotated_genes	6975550	-	0	0	890	0	0	0	1	1	6975995 	6975106 	
At5g48460	5	annotated_genes	19655020	-	0	0	3388	0	0	0	14	14	19656714 	19653327 	
At5g43160	5	annotated_genes	17346801	+	0	0	2245	0	0	0	5	5	17345679 	17347923 	
At5g20635	5	annotated_genes	6980614	-	0	0	2311	0	0	0	3	3	6981769 	6979459 	
At5g48470	5	annotated_genes	19660287	+	0	0	2602	0	0	0	9	9	19658987 	19661588 	
At5g43170	5	annotated_genes	17348523	-	0	0	702	0	0	0	1	1	17348874 	17348173 	
At5g20640	5	annotated_genes	6984794	+	0	0	827	0	0	0	3	3	6984381 	6985207 	
At5g48480	5	annotated_genes	19662502	+	0	0	1203	0	0	0	2	2	19661901 	19663103 	
At5g20650	5	annotated_genes	6985669	-	0	0	740	0	0	0	1	1	6986039 	6985300 	
At5g48485	5	annotated_genes	19663743	-	0	0	571	0	0	0	1	1	19664028 	19663458 	
At5g20660	5	annotated_genes	6988641	+	0	0	4809	0	0	0	12	12	6986237 	6991045 	
At5g48490	5	annotated_genes	19665284	-	0	0	447	0	0	0	1	1	19665507 	19665061 	
At5g20670	5	annotated_genes	6993495	-	0	0	760	0	0	0	1	1	6993875 	6993116 	
At5g48500	5	annotated_genes	19670843	+	0	0	1254	0	0	0	4	4	19670217 	19671470 	
At5g20680	5	annotated_genes	7000008	+	0	0	3808	0	0	0	7	6	6998105 	7001912 	
At5g20690	5	annotated_genes	7003504	+	0	0	2099	0	0	0	2	2	7002455 	7004553 	
At5g20700	5	annotated_genes	7006489	-	0	0	1260	0	0	0	2	2	7007119 	7005860 	
At5g20710	5	annotated_genes	7012413	+	0	0	3528	0	0	0	11	10	7010650 	7014177 	
At5g43175	5	annotated_genes	17351975	+	0	0	974	0	0	0	4	4	17351489 	17352462 	
At5g43180	5	annotated_genes	17354323	-	0	0	1515	0	0	0	2	2	17355080 	17353566 	
At5g48510	5	annotated_genes	19675707	+	0	0	803	0	0	0	2	2	19675306 	19676108 	
At5g43185	5	annotated_genes	17355889	-	0	0	400	0	0	0	1	1	17356089 	17355690 	
At5g48520	5	annotated_genes	19681037	+	0	0	5198	0	0	0	17	17	19678439 	19683636 	
At5g48530	5	annotated_genes	19685926	-	0	0	261	0	0	0	1	1	19686056 	19685796 	
At5g43190	5	annotated_genes	17358053	-	0	0	1374	0	0	0	1	1	17358740 	17357367 	
At5g48540	5	annotated_genes	19686668	-	0	0	957	0	0	0	1	1	19687146 	19686190 	
At5g20720	5	annotated_genes	7015576	+	0	0	1801	0	0	1	6	5	7014676 	7016476 	
At5g48545	5	annotated_genes	19694386	+	0	0	1899	0	0	0	7	7	19693437 	19695335 	
At5g43200	5	annotated_genes	17363680	-	0	0	624	0	0	0	1	1	17363992 	17363369 	
At5g20730	5	annotated_genes	7019293	-	0	0	5934	0	0	2	13	13	7022115 	7016182 	
At5g48550	5	annotated_genes	19696964	+	0	0	1644	0	0	0	2	2	19696143 	19697786 	
At5g20740	5	annotated_genes	7026111	-	0	0	847	0	0	0	1	1	7026534 	7025688 	
At5g20750	5	annotated_genes	7029533	+	0	0	3518	0	0	0	7	7	7027775 	7031292 	
At5g48560	5	annotated_genes	19702804	+	0	0	3146	0	0	0	7	7	19701232 	19704377 	
At5g20760	5	annotated_genes	7032860	+	0	0	663	0	0	0	1	1	7032529 	7033191 	
At5g20770	5	annotated_genes	7034537	-	0	0	696	0	0	0	1	1	7034885 	7034190 	
At5g48570	5	annotated_genes	19709419	-	0	0	3304	0	0	0	13	13	19711071 	19707768 	
At5g20780	5	annotated_genes	7037039	-	1	0	2865	0	0	0	1	1	7038471 	7035607 	
At5g20790	5	annotated_genes	7040284	-	0	0	744	0	0	0	1	1	7040656 	7039913 	
At5g20800	5	annotated_genes	7041897	+	1	0	1563	0	0	0	1	1	7041116 	7042678 	
At5g20810	5	annotated_genes	7044906	+	0	0	1614	0	0	0	3	2	7044100 	7045713 	
At5g43210	5	annotated_genes	17365332	+	0	0	1075	0	0	0	3	3	17364795 	17365869 	
At5g43220	5	annotated_genes	17366690	+	0	0	675	0	0	0	1	1	17366353 	17367027 	
At5g43230	5	annotated_genes	17368820	+	0	0	2311	0	0	0	6	6	17367665 	17369975 	
At5g48575	5	annotated_genes	19712043	-	0	0	1048	0	0	0	4	4	19712567 	19711520 	
At5g43240	5	annotated_genes	17371149	-	0	0	1689	0	0	0	3	3	17371993 	17370305 	
At5g48580	5	annotated_genes	19713853	-	0	0	1397	0	0	0	6	6	19714551 	19713155 	
At5g43250	5	annotated_genes	17373598	-	0	0	393	0	0	0	1	1	17373794 	17373402 	
At5g48590	5	annotated_genes	19716410	+	0	0	1527	0	0	0	2	2	19715647 	19717173 	
At5g43260	5	annotated_genes	17374962	-	0	0	696	0	0	0	1	1	17375310 	17374615 	
At5g48600	5	annotated_genes	19722729	+	0	0	7254	0	0	0	28	28	19719103 	19726356 	
At5g43270	5	annotated_genes	17379261	-	0	0	3435	0	0	2	5	4	17380963 	17377529 	
At5g20820	5	annotated_genes	7047075	-	0	0	646	0	0	0	1	1	7047398 	7046753 	
At5g48610	5	annotated_genes	19731917	+	0	0	1705	0	0	0	2	2	19731065 	19732769 	
At5g43280	5	annotated_genes	17385829	+	0	0	1427	0	0	0	2	2	17385116 	17386542 	
At5g20830	5	annotated_genes	7052174	-	0	0	3894	0	0	0	13	13	7054121 	7050228 	
At5g48620	5	annotated_genes	19736588	+	0	0	4181	0	0	0	3	3	19734498 	19738678 	
At5g43290	5	annotated_genes	17389763	-	0	0	1097	0	0	0	3	3	17390311 	17389215 	
At5g20840	5	annotated_genes	7065163	-	0	0	8117	0	0	0	16	16	7069221 	7061105 	
At5g48630	5	annotated_genes	19739618	-	0	0	1685	0	0	0	9	9	19740460 	19738776 	
At5g20850	5	annotated_genes	7071770	-	0	0	2366	0	0	0	9	9	7072953 	7070588 	
At5g48640	5	annotated_genes	19741837	-	0	0	2157	0	0	0	9	9	19742915 	19740759 	
At5g20860	5	annotated_genes	7077985	-	0	0	2188	0	0	0	5	5	7079079 	7076892 	
At5g48650	5	annotated_genes	19745420	+	0	0	2921	0	0	0	10	9	19743960 	19746880 	
At5g20870	5	annotated_genes	7080874	-	0	0	1795	0	0	0	2	2	7081771 	7079977 	
At5g48655	5	annotated_genes	19749330	-	0	0	1882	0	0	2	6	4	19750262 	19748381 	
At5g20880	5	annotated_genes	7082667	-	1	0	1123	0	0	0	1	1	7083228 	7082106 	
At5g20885	5	annotated_genes	7084352	-	0	0	769	0	0	0	1	1	7084736 	7083968 	
At5g20890	5	annotated_genes	7088369	-	0	0	3429	0	0	0	11	11	7090083 	7086655 	
At5g20900	5	annotated_genes	7091646	+	0	0	1791	0	0	0	5	5	7090751 	7092541 	
At5g43300	5	annotated_genes	17395135	-	0	0	1924	0	0	0	6	6	17396097 	17394174 	
At5g43310	5	annotated_genes	17399717	-	0	0	5797	0	0	0	11	11	17402615 	17396819 	
At5g43320	5	annotated_genes	17404862	-	0	0	3535	0	0	0	14	14	17406629 	17403095 	
At5g48657	5	annotated_genes	19751929	-	0	0	1667	0	0	1	2	2	19752776 	19751110 	
At5g43330	5	annotated_genes	17408764	+	0	0	2207	0	0	0	7	7	17407661 	17409867 	
At5g48660	5	annotated_genes	19754882	+	0	0	1342	0	0	0	2	2	19754212 	19755553 	
At5g48670	5	annotated_genes	19756533	-	0	0	966	0	0	0	1	1	19757016 	19756051 	
At5g43340	5	annotated_genes	17411601	-	0	0	1551	0	0	0	1	1	17412376 	17410826 	
At5g48680	5	annotated_genes	19762534	-	0	0	1745	0	0	0	6	6	19763406 	19761662 	
At5g43350	5	annotated_genes	17418095	-	0	0	2158	0	0	0	3	2	17419174 	17417017 	
At5g20910	5	annotated_genes	7093344	-	0	0	2209	0	0	0	5	5	7094448 	7092240 	
At5g48690	5	annotated_genes	19765255	-	0	0	1520	0	0	0	9	9	19766015 	19764496 	
At5g43360	5	annotated_genes	17427597	+	0	0	1691	0	0	0	2	2	17426752 	17428442 	
At5g20920	5	annotated_genes	7095919	-	0	0	2397	0	0	1	10	9	7097117 	7094721 	
At5g43370	5	annotated_genes	17434164	+	0	0	1725	0	0	0	2	2	17433302 	17435026 	
At5g20930	5	annotated_genes	7100555	+	0	0	5291	0	0	0	16	16	7097910 	7103200 	
At5g48700	5	annotated_genes	19766979	-	0	0	520	0	0	0	3	3	19767239 	19766720 	
At5g20935	5	annotated_genes	7103748	+	0	0	551	0	0	0	2	2	7103473 	7104023 	
At5g20940	5	annotated_genes	7105316	-	0	0	2775	0	0	0	9	9	7106703 	7103929 	
At5g48710	5	annotated_genes	19772544	-	0	0	508	0	0	0	3	3	19772798 	19772291 	
At5g20950	5	annotated_genes	7109346	-	0	0	3937	0	0	1	10	9	7111314 	7107378 	
At5g48720	5	annotated_genes	19777871	+	0	0	1952	0	0	0	8	8	19776896 	19778847 	
At5g20960	5	annotated_genes	7119706	+	0	0	6037	0	0	1	10	10	7116740 	7122776 	
At5g20970	5	annotated_genes	7123402	+	0	0	1202	0	0	0	2	2	7122802 	7124003 	
At5g20980	5	annotated_genes	7126238	-	0	0	4246	0	0	0	12	12	7128361 	7124116 	
At5g20990	5	annotated_genes	7130968	-	0	0	4983	0	0	0	13	13	7133459 	7128477 	
At5g43380	5	annotated_genes	17438243	-	0	0	1934	0	0	1	4	4	17439210 	17437277 	
At5g43390	5	annotated_genes	17441133	-	0	0	1932	0	0	0	1	1	17442099 	17440168 	
At5g43400	5	annotated_genes	17444309	-	0	0	2276	0	0	0	1	1	17445447 	17443172 	
At5g43405	5	annotated_genes	17450055	+	0	0	365	0	0	0	2	2	17449873 	17450237 	
At5g15020	5	annotated_genes	4862356	-	0	0	6432	0	0	0	21	21	4865572 	4859141 	
At5g43410	5	annotated_genes	17452435	-	0	0	396	0	0	0	1	1	17452633 	17452238 	
At5g15030	5	annotated_genes	4867915	-	0	0	2442	0	0	0	7	7	4869136 	4866695 	
At5g43415	5	annotated_genes	17460216	+	1	0	5802	0	0	0	1	1	17457316 	17463117 	
At5g15040	5	annotated_genes	4870083	-	0	0	346	0	0	0	2	2	4870256 	4869911 	
At5g43420	5	annotated_genes	17469624	+	0	0	1456	0	0	0	1	1	17468897 	17470352 	
At5g15050	5	annotated_genes	4872621	-	0	0	1960	0	0	0	4	4	4873601 	4871642 	
At5g43430	5	annotated_genes	17471872	+	0	0	2093	0	0	0	5	5	17470826 	17472918 	
At5g15060	5	annotated_genes	4875373	-	0	0	772	0	0	0	2	2	4875759 	4874988 	
At5g43440	5	annotated_genes	17473173	-	0	0	1425	0	0	0	3	3	17473885 	17472461 	
At5g21010	5	annotated_genes	7137348	+	0	0	2671	0	0	0	4	4	7136013 	7138683 	
At5g15070	5	annotated_genes	4881171	+	0	0	9307	0	0	0	31	30	4876518 	4885824 	
At5g43450	5	annotated_genes	17475192	-	0	0	1667	0	0	0	3	3	17476025 	17474359 	
At5g15080	5	annotated_genes	4887461	+	0	0	2661	0	0	0	6	6	4886131 	4888791 	
At5g21020	5	annotated_genes	7139213	+	0	0	900	0	0	0	1	1	7138764 	7139663 	
At5g15090	5	annotated_genes	4890386	-	0	0	2178	0	0	0	6	6	4891475 	4889298 	
At5g15100	5	annotated_genes	4893051	-	0	0	1779	0	0	0	6	6	4893940 	4892162 	
At5g21030	5	annotated_genes	7142084	-	0	0	4381	0	0	0	21	21	7144274 	7139894 	
At5g15110	5	annotated_genes	4896827	+	0	0	1717	0	0	0	4	4	4895969 	4897685 	
At5g21040	5	annotated_genes	7146026	-	0	0	2205	0	0	0	2	1	7147128 	7144924 	
At5g21050	5	annotated_genes	7148425	+	0	0	1068	0	0	0	1	1	7147892 	7148959 	
At5g43460	5	annotated_genes	17478045	+	0	0	1868	0	0	0	5	5	17477112 	17478979 	
At5g43470	5	annotated_genes	17482257	-	0	0	4838	0	0	1	6	3	17484676 	17479839 	
At5g43480	5	annotated_genes	17484748	-	0	0	246	0	0	0	1	1	17484871 	17484626 	
At5g43490	5	annotated_genes	17485896	-	0	0	396	0	0	0	1	1	17486094 	17485699 	
At5g15120	5	annotated_genes	4899657	+	0	0	1836	0	0	0	5	5	4898740 	4900575 	
At5g43500	5	annotated_genes	17488997	+	0	0	3917	0	0	1	18	18	17486903 	17490819 	
At5g43510	5	annotated_genes	17491667	+	0	0	78	0	0	0	1	1	17491629 	17491706 	
At5g15130	5	annotated_genes	4905655	+	0	0	2454	0	0	0	4	4	4904429 	4906882 	
At5g43520	5	annotated_genes	17503043	-	0	0	753	0	0	0	1	1	17503419 	17502667 	
At5g15140	5	annotated_genes	4909681	+	0	0	1985	0	0	0	6	6	4908689 	4910673 	
At5g43530	5	annotated_genes	17509306	+	0	0	5504	0	0	0	18	18	17506555 	17512058 	
At5g15150	5	annotated_genes	4914798	-	0	0	2194	0	0	0	3	3	4915895 	4913702 	
At5g43540	5	annotated_genes	17514427	+	0	0	414	0	0	0	1	1	17514221 	17514634 	
At5g15160	5	annotated_genes	4921953	-	0	0	1370	0	0	0	2	2	4922638 	4921269 	
At5g43550	5	annotated_genes	17515305	+	0	0	372	0	0	0	1	1	17515120 	17515491 	
At5g21060	5	annotated_genes	7150923	-	0	0	3887	0	0	0	12	12	7152866 	7148980 	
At5g15170	5	annotated_genes	4927801	-	0	0	3409	0	0	0	15	15	4929505 	4926097 	
At5g21070	5	annotated_genes	7156971	+	0	0	1594	0	0	0	3	3	7156175 	7157768 	
At5g15180	5	annotated_genes	4931433	+	0	0	1824	0	0	0	4	4	4930522 	4932345 	
At5g21080	5	annotated_genes	7160472	-	0	0	4872	0	0	0	18	18	7162908 	7158037 	
At5g15190	5	annotated_genes	4933216	-	0	0	758	0	0	1	1	1	4933580 	4932823 	
At5g21090	5	annotated_genes	7165935	+	0	0	2644	0	0	0	6	6	7164614 	7167257 	
At5g15200	5	annotated_genes	4935635	-	0	0	1499	0	0	0	3	3	4936384 	4934886 	
At5g21100	5	annotated_genes	7169558	+	0	0	2745	0	0	0	4	4	7168186 	7170930 	
At5g21105	5	annotated_genes	7175263	+	0	0	4973	0	0	0	6	6	7172777 	7177749 	
At5g64720	5	annotated_genes	25889805	-	0	0	468	0	0	0	1	1	25890039 	25889572 	
At5g64730	5	annotated_genes	25891385	+	0	0	2049	0	0	0	8	8	25890361 	25892409 	
At5g64740	5	annotated_genes	25901106	+	0	0	5629	0	0	0	13	13	25898292 	25903920 	
At5g64750	5	annotated_genes	25910068	+	0	0	2673	0	0	0	2	2	25908732 	25911404 	
At5g64760	5	annotated_genes	25912243	-	0	0	3084	0	0	0	11	11	25913785 	25910702 	
At5g64770	5	annotated_genes	25914971	-	0	0	758	0	0	0	2	2	25915350 	25914593 	
At5g64780	5	annotated_genes	25918568	-	0	0	1567	0	0	0	3	3	25919351 	25917785 	
At5g64790	5	annotated_genes	25920862	+	0	0	1847	0	0	0	3	3	25919939 	25921785 	
At5g64800	5	annotated_genes	25923469	+	0	0	321	0	0	0	1	1	25923309 	25923629 	
At5g43560	5	annotated_genes	17520321	+	0	0	5218	0	0	1	11	11	17517656 	17522873 	
At5g43570	5	annotated_genes	17524545	+	0	0	276	0	0	0	1	1	17524408 	17524683 	
At5g43580	5	annotated_genes	17525569	-	0	0	490	0	0	0	2	2	17525814 	17525325 	
At5g43590	5	annotated_genes	17527649	-	0	0	2110	0	0	0	7	7	17528704 	17526595 	
At5g15210	5	annotated_genes	4938296	-	0	0	1429	0	0	0	1	1	4939010 	4937582 	
At5g43600	5	annotated_genes	17531212	+	0	0	3020	0	0	0	12	12	17529703 	17532722 	
At5g15220	5	annotated_genes	4941859	-	0	0	1225	0	0	0	4	3	4942471 	4941247 	
At5g43610	5	annotated_genes	17537270	+	0	0	1930	0	0	0	3	3	17536306 	17538235 	
At5g15230	5	annotated_genes	4945562	+	0	0	1314	0	0	0	4	4	4944906 	4946219 	
At5g43620	5	annotated_genes	17540476	+	0	0	1432	0	0	0	1	1	17539761 	17541192 	
At5g15240	5	annotated_genes	4949006	+	0	0	2674	0	0	0	3	3	4947670 	4950343 	
At5g43630	5	annotated_genes	17545860	+	0	0	3766	0	0	0	7	6	17543978 	17547743 	
At5g21110	5	annotated_genes	7178853	+	0	0	472	0	0	0	2	2	7178618 	7179089 	
At5g15250	5	annotated_genes	4951597	-	0	0	2367	0	0	0	5	5	4952780 	4950414 	
At5g43640	5	annotated_genes	17549063	+	0	0	1069	0	0	0	3	3	17548529 	17549597 	
At5g15260	5	annotated_genes	4954189	-	0	0	1493	0	0	0	2	1	4954935 	4953443 	
At5g43650	5	annotated_genes	17551222	-	0	0	1602	0	0	0	3	3	17552023 	17550422 	
At5g21120	5	annotated_genes	7183484	+	0	0	1722	0	0	0	1	1	7182624 	7184345 	
At5g15270	5	annotated_genes	4959703	+	0	0	3672	0	0	1	7	6	4958340 	4962011 	
At5g15280	5	annotated_genes	4964219	+	0	0	3848	0	0	0	1	1	4962296 	4966143 	
At5g21125	5	annotated_genes	7185241	-	0	0	381	0	0	0	1	1	7185431 	7185051 	
At5g15290	5	annotated_genes	4967522	+	0	0	1018	0	0	0	3	3	4967014 	4968031 	
At5g15300	5	annotated_genes	4969101	-	0	0	1872	0	0	0	1	1	4970037 	4968166 	
At5g21130	5	annotated_genes	7186393	+	0	0	846	0	0	0	1	1	7185971 	7186816 	
At5g21140	5	annotated_genes	7188362	-	0	0	2521	0	0	0	6	6	7189622 	7187102 	
At5g64810	5	annotated_genes	25926277	+	0	0	1273	0	0	0	3	3	25925641 	25926913 	
At5g64813	5	annotated_genes	25928844	+	0	0	2556	0	0	0	7	7	25927567 	25930122 	
At5g64816	5	annotated_genes	25930741	+	0	0	1004	0	0	1	2	1	25930226 	25931229 	
At5g64820	5	annotated_genes	25931487	-	0	0	525	0	0	0	2	2	25931749 	25931225 	
At5g64830	5	annotated_genes	25932870	-	0	0	1960	0	0	0	6	6	25933850 	25931891 	
At5g64840	5	annotated_genes	25935492	-	0	0	3088	0	0	0	7	7	25937036 	25933949 	
At5g64850	5	annotated_genes	25939625	+	0	0	1911	0	0	0	3	3	25938670 	25940580 	
At5g64860	5	annotated_genes	25944217	-	0	0	3635	0	0	0	16	16	25946034 	25942400 	
At5g43660	5	annotated_genes	17554506	-	0	0	1885	0	0	0	8	8	17555448 	17553564 	
At5g43670	5	annotated_genes	17557574	-	0	0	3174	0	0	0	2	2	17559161 	17555988 	
At5g43680	5	annotated_genes	17562117	+	0	0	1724	0	0	0	7	7	17561256 	17562979 	
At5g15310	5	annotated_genes	4975488	+	0	0	1484	0	0	0	4	4	4974747 	4976230 	
At5g43690	5	annotated_genes	17564030	+	0	0	1062	0	0	0	1	1	17563500 	17564561 	
At5g15320	5	annotated_genes	4978219	+	0	0	1357	0	0	0	3	3	4977541 	4978897 	
At5g15330	5	annotated_genes	4981362	+	0	0	1744	0	0	0	3	3	4980491 	4982234 	
At5g43700	5	annotated_genes	17568134	+	0	0	1349	0	0	0	3	3	17567460 	17568808 	
At5g15340	5	annotated_genes	4983211	-	0	0	1872	0	0	0	1	1	4984147 	4982276 	
At5g21150	5	annotated_genes	7195284	+	0	0	6086	0	0	0	23	22	7192242 	7198327 	
At5g15350	5	annotated_genes	4985591	-	0	0	1260	0	0	0	2	2	4986221 	4984962 	
At5g43710	5	annotated_genes	17571606	-	0	0	4500	0	0	0	17	17	17573856 	17569357 	
At5g15360	5	annotated_genes	4988312	-	0	0	1746	0	0	0	7	7	4989185 	4987440 	
At5g43720	5	annotated_genes	17575487	-	0	0	2189	0	0	0	8	8	17576581 	17574393 	
At5g21160	5	annotated_genes	7201418	-	0	0	5350	0	0	0	15	15	7204093 	7198744 	
At5g15380	5	annotated_genes	4993089	+	0	0	3480	0	0	0	10	10	4991350 	4994829 	
At5g15390	5	annotated_genes	4996278	+	0	0	2241	0	0	0	6	6	4995158 	4997398 	
At5g21170	5	annotated_genes	7207034	+	0	0	2921	0	0	0	4	4	7205574 	7208494 	
At5g15400	5	annotated_genes	5000429	-	0	0	5428	0	0	0	16	16	5003143 	4997716 	
At5g21222	5	annotated_genes	7211298	+	0	0	5199	0	0	0	12	11	7208699 	7213897 	
At5g21274	5	annotated_genes	7215262	-	0	0	1519	0	0	0	2	2	7216021 	7214503 	
At5g21326	5	annotated_genes	7219676	+	0	0	4668	0	0	0	15	14	7217343 	7222010 	
At5g21430	5	annotated_genes	7222944	+	0	0	1343	0	0	0	5	5	7222273 	7223615 	
At5g64870	5	annotated_genes	25947687	-	0	0	1847	0	0	0	2	2	25948610 	25946764 	
At5g64880	5	annotated_genes	25950444	+	0	0	1858	0	0	0	2	2	25949516 	25951373 	
At5g64890	5	annotated_genes	25952266	+	0	0	938	0	0	0	2	2	25951798 	25952735 	
At5g64900	5	annotated_genes	25954849	+	0	0	907	0	0	0	2	2	25954396 	25955302 	
At5g64905	5	annotated_genes	25957042	+	0	0	486	0	0	0	1	1	25956800 	25957285 	
